mean,std,max,min,ptp,kurtosis,skewness,rms,crest_factor,fft_mean,fft_std,fft_max,fft_min,fft_ptp,harmonic_1_amplitude,harmonic_2_amplitude,harmonic_3_amplitude,harmonic_4_amplitude,harmonic_5_amplitude,envelope_mean,envelope_std,wavelet_mean,wavelet_std,column,file,label
0.00046284683297680027,0.0004278486339474009,0.0025161299849999,-0.000787184925,0.0033033149099999,0.40613819490266323,0.257884744893036,0.0006303028195774719,3.9919383300341353,3.300478986814863e-07,2.4695331700171936e-06,0.0004628468329768002,2.3245758344052447e-10,0.00046284660051921676,0.0004628468329768002,0.0004628468329768002,0.0004628468329768002,0.0004628468329768002,0.0004628468329768002,0.0006874944297107222,0.0003281577472098143,-1.3241476042417847e-09,0.00018306167142330594,Tachometer,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
-0.0016053180116724934,0.0050713111697288345,0.0197267246435643,-0.0224055620297029,0.0421322866732672,-0.002150329050739419,0.007816868391701617,0.005319327297583461,4.212104421527439,6.945217042830203e-06,1.984633796250557e-05,0.0026564916569413537,4.886680950867615e-09,0.0026564867702604028,0.0026564916569413537,3.254902390226706e-05,0.0010608345053292074,5.997618357069359e-06,0.00041312417906475007,0.006653028734148412,0.00312260284490534,-1.709834510444837e-07,0.002804699099606794,Motor,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
0.005583167338636576,0.011584608069010507,0.5089524424455445,-0.1048555024851484,0.6138079449306929,70.18618378796525,1.5397323078254603,0.012859817325444464,39.57695739880613,2.5133939292422218e-05,4.4184476163345355e-05,0.005583167338636576,4.6076651284504964e-09,0.0055831627309714475,0.005583167338636576,0.005583167338636576,0.005583167338636576,0.005583167338636576,0.005583167338636576,0.013348263637184492,0.011018253198561184,4.0249084042460097e-07,0.013272906145313923,Bearing 1 Z,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
-0.005730412168786944,0.008982158785175215,0.0893699763069306,-0.0752718992277227,0.16464187553465331,4.326133091559716,-0.029289498208816687,0.010654426313334839,8.388060856460864,2.089317087326018e-05,3.656740914935601e-05,0.005730412168786945,1.6771119694100523e-08,0.005730395397667251,0.005730412168786945,0.005730412168786945,0.005730412168786945,0.005730412168786945,0.005730412168786945,0.011493499097553029,0.007880066940524256,-1.7768826598561419e-07,0.010109376545132144,Bearing 1 Y,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
-0.014959783675658922,0.017994052759904938,0.1206882097099999,-0.1324122486,0.2531004583099999,2.465761593732969,0.051781888319308814,0.02340045004585924,5.658534273507729,3.746865528336694e-05,8.456981713623065e-05,0.01495978367565892,1.5764948629185072e-08,0.01495976791071029,0.01495978367565892,0.01495978367565892,0.01495978367565892,0.01495978367565892,0.01495978367565892,0.02518868237441491,0.01539146767743411,-3.1729163411123015e-07,0.022482767366435057,Bearing 1 X,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
0.0016816340455662008,0.01813629320965222,0.1144449701386138,-0.1246188803960396,0.2390638505346534,7.8069632731724425,-0.008183247962607224,0.018214088625283578,6.841894917709581,2.9028109976007807e-05,6.588634030090848e-05,0.0016816340455662005,5.2087737907798325e-09,0.0016816288367924098,0.0016816340455662005,0.0016816340455662005,0.0016816340455662005,0.0016816340455662005,0.0016816340455662005,0.016769780838935003,0.01947954328067086,-2.3117587531823425e-07,0.02362375491388166,Bearing 2 Z,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
-0.02211447254589013,0.025411657085181314,0.1422831434851485,-0.1601431774455445,0.302426320930693,4.393150472918494,0.07160454672320446,0.03368682549302878,4.7538815279191216,3.923960394260272e-05,0.00012724597456017183,0.02211447254589013,7.77755312292912e-09,0.02211446476833701,0.02211447254589013,0.02211447254589013,0.02211447254589013,0.02211447254589013,0.02211447254589013,0.035119347872738446,0.023392005741380843,5.3057059408666695e-08,0.03275074040241288,Bearing 2 Y,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
0.010858242666141375,0.023441004852238826,0.1340204262970297,-0.1074498925346534,0.2414703188316831,2.7438960500943637,-0.1439705192630048,0.0258337403849984,5.187805726144678,3.839877786301581e-05,9.462230092184353e-05,0.010858242666141375,3.071245719490966e-09,0.010858239594895656,0.010858242666141375,0.010858242666141375,0.010858242666141375,0.010858242666141375,0.010858242666141375,0.028236725602523872,0.02048292405888325,1.2630060801964242e-07,0.02787984131312179,Bearing 2 X,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
0.008839843323936308,0.004097399785860553,0.0302878934399999,-0.01414200323,0.0444298966699999,0.9159299262320357,0.020001694747227638,0.009743280504887018,3.108592986192705,1.0863588934063732e-05,3.694979509142681e-05,0.008839843323936308,7.439164181350903e-09,0.008839835884772128,0.008839843323936308,0.008839843323936308,0.008839843323936308,0.008839843323936308,0.008839843323936308,0.009862062179934794,0.0038026214028480856,2.357243615335723e-07,0.004596403841200608,Gearbox,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 1.plk,1
0.00046512119759515967,0.0004278801129112293,0.0024150080999999,-0.00081340171,0.0032284098099999003,0.3927408359614679,0.2506856161374298,0.0006319961388151686,3.8212386938430094,3.2735405359254043e-07,2.4766435079415573e-06,0.00046512119759515967,2.433249438247822e-10,0.00046512095427021587,0.00046512119759515967,0.00046512119759515967,0.00046512119759515967,0.00046512119759515967,0.00046512119759515967,0.00068898928289328,0.0003283203900478987,-8.855237100873218e-09,0.0001833777690208983,Tachometer,(Fault) Bearing (1) Ball & Bearing (2) Inner 50 Trial 10.plk,1
